0,
te links,-
goede punten,+
slappeling,-
Goed bezig!,+
"denker, eerlijk, rhetorisch niet zo goed",+
niet een echte partij leider,-
goed in debatten,+
had president moeten worden,=
doet het volgens mij wel goed,+
integer maar kabinetsvorming laten ligge,+
"goede standpunten, moeite met overbrenge",+
Wel okee,+
1,
heeft goede mentaliteit,+
wat een waardeloos nietszeggend persoon,-
menselijk; kansen voor iedereen,+
"wegkijker, beloner van slecht gedrag",-
ik hou niet van de pvda,-
goede bestuurder,+
te laat pvda gaan leiden,-
"komt slecht uit zijn woorden,",-
Hij doet zijn best....,+
volgens mij beetje achterbaks,-
2,
Niet doortastend genoeg,-
Inhoudelijk zeer zwak,-
eigengereid ik wil type,-
linkse rakker,=
waardeloos; moet tramconducteur worden,-
was burgemeester gebleven,=
draaikont,-
komt niet echt uit de verf,-
schattige kluns,=
"valt in herhaling, weinig charisma",-
sympathieke man,+
3,
probeert zichzelf te blijven,=
te soft,-
"goede ideeen, redelijke man",+
vindt hij Tweede Kamer leuk werk?,=
"betrouwbaar, was uitstekende burgermeest",+
niet genoeg overtuigend,-
"Ideeen goed, maar kan ze niet goed overbrengen",-
Was een betere burgermeester,=
"geen groot redenaar, maar wel oog voor de politiek",+
weloverwogen,+
"Fatsoenlijk, eerlijk",+
eerlijk en solidair,+
moet PvdA redden,=
4,
"bedoelt het goed, kan ook wel wat",+
hij kan het.,+
eikel/slappeling,-
te slap,-
liegen en.altijd over een ander praten,-
woon in amsterdam,=
"prima ideeën, zwak in media",=
komt steeds beter op gang,+
kan beter,=
afgewogen mening,=
"Is een goed debater, moet de politieke h",+
kon beter,=
komt niet uit de verf,-
brengt er niets van terecht,-
schijnfiguur,-
