0,
mooie succesvolle club,+
"Mooi voetbal, mooi stadion, Rooney.",+
in engeland? met wesley s.?,=
beste club van GB,+
"Grote ploeg, die strijd voor het kampioenschap",+
goed team,+
veel geld,=
europese top club,+
effectief in wat ze doen,+
leuk aanvallend voetbal,+
Goede voetballers,+
"veel grote namen, maar wel enorm budgettekort, niet heel leuk",-
1,
Ik houd gewoon van de manier waarop ze voetballen,+
Lijkt me een goede club.,+
spelen prima voetbal,+
rijke club met prima coach,+
veel vandalisme,-
energiek,+
Worden Kampioen,=
vanwege verleden,=
"bekende, goede club",+
Positief; veel zelf opleiden,+
2,
snel en technisch,+
geeft te veel geld uit,-
Sociale uitstraling met poespas,=
"Veel geld, beste club van Engeland",+
spannend spel,+
"mooi voetbal, maar smijten met geld",-
ken ze niet zo goed,=
teveel geld,-
"geeft te veel geld uit aan spelers, poenerig",-
engels voetbal is hard,=
Gebaseerd op het spelen van Van der Sar,=
3,
Er gaat teveel geld in om,-
hou van Engeland,+
snel spel,=
ik haat voetbal,-
voetbal gezien financieel gezien minder,-
bekende Engelse club,+
icoon van het Engelse voetbal,=
leuke club,+
sterk voetballend/ goed uitstraling,+
vaak negatieve fans fanatiek,-
"sympathieke club, goed beleid",+
degelijk,+
"Degelijk, altijd goed",+
4,
Goede club maar niet om er voor thuis te blijven,+
club met een geschiedenis,=
goed voetbal en uitstraling,+
spelen goed,+
nederlanders actief,=
weet ik niet veel van,=
prettig om naar te kijken,+
Goede club,+
speelt op hoog niveau,+
Goed voetbal,+
"Rooney, van der Sar",=
zeer foute onderneming,-
volg de Engelse niet zo,=
leuk elftal,+
alle drie aansprekende clubs,+
