0,
goede spelers,+
Goede club met vage bestuurders,+
"mooie italiaanse club, echte top ploeg",+
redelijk goede prestaties,=
hoog niveau nederlandse spelers,+
Grote club,+
Mooie reputatie,+
hardwerkend team,+
europese top club,+
"Indrukwekkende club, wedstrijd bijgewoond",+
weet er niet veel van,=
geldsmijters,-
1,
Italiaans voetbal,=
Goed,+
"Grote club, Nederlands verleden (en ook huidig)",+
Aardige club,+
wisselend,=
aartsrivaal Juventus (mijn allergrootste favoriet),=
ken ik niet,=
overbetaald,-
Italiaans voetbal hangt van stiekume gemenigheden aan elkaar,=
bekende club,=
2,
verdienen veel te veel,-
"Overbetaalde schoppers, matig elftal",-
beetje laf,-
van wat ik er over hoor,=
binding met Berlusconi,=
Omkoping,-
"oude"" ploeg""",=
"ik ken de naam, dus dat moet wel goed zijn dan",+
"mooi voetbal, maar smijten met geld",-
Seedorf voetbalt er al jaren in de basis.,=
Berlusconi weegt negatief op tegen Gullit,-
3,
heeft een zeer sterke ploeg,+
bekend van voorheen,=
Er gaat teveel geld in om,-
weet ii niet veel over,=
constante kwaliteit,+
Geweldige club met zakelijk voetbal,+
van ouds tussen de goeden,+
wervelend voetbal,+
Spelen redelijk,=
voldoende mogelijkheden voor jongeren,=
goeie voetbalclub,+
super georganiseerd,+
Arrogant,-
4,
oude dame,=
Berlusconi???,=
"iets te oud qua spelersmateriaal, moet verjongen",=
"typisch IItaliaans, frivool",=
"speelt op hoog niveau, bekend van Nederlandse topspelers",+
zeer foute onderneming,-
in opkomst,=
Magnifiek Italiaans voetbal,+
oude degelijke club,+
was zo goed,+
"verzorgd spel, goede verdediging",+
sterk,+
vind ik slecht,-
enthousiasme en passie,+
defensief counter voetbal,=
