0,
Beste club ter wereld op het moment,+
Top spelers,+
"goed team, leuk voetbal",+
vind ik wel goed,+
Ook grote ploeg!,=
sportief team,+
"Mooi voetbal, ster spelers",+
"echt voetbal, zoals het bedoeld is",+
fantastische club,+
goeie club,+
weet er niet veel van,=
kijk nooit naar wedstrijden van deze clubs,=
1,
heb niks met spaans voetbal,-
Lijkt me een goede club.,+
"Spaans (Catalaans), mooie club, mooi voetbal",+
aanvallend,+
fantastische club,+
"bekende, goede club",+
is aartsrivaal Real Madrid (mijn favoriete club Spanje),=
ik kijk er nooit naar,=
hoge schuld maar sportief gezien een fantastische club,+
ooit in Barcelona wedstrijd gezien,=
2,
volgens mij het summum mbt voetbal,+
van wat ik er over hoor,=
"mooi voetbal, stabiele club",+
geeft te veel geld uit,-
ze zijn voor mij allen eender,=
"prachtig voetbal, Messi",+
Speelt het beste voetbal op dit moment,+
sympathieke club,+
zeer mooi voetbal,+
ken ik alleen van naam,=
beste voetballers ter wereld,+
3,
"mooi voetbal, verbond met unicef",+
Vanaf dat Cruijff daar begon volg ik deze. Prima club,+
attractief voetbal,+
"Dynamisch, passioneel",+
popieclub. Ze trekken de grote namen ze maken furore,=
ben geen voetbalkenner,=
voetbal gezien financieel gezien minder,-
leuke club,+
uitstekend,+
te groot/belangrijk geworden,-
fanfastische club met rijke historie,+
ik volg het voetbal niet,=
Klasse,+
4,
gevoelsmatig,=
waarover moet geoordeeld worden?,=
speltype dat mij niet aanspreekt,-
aantrekkelijk voetbal,+
prettig om naar te kijken,+
prestaties,=
veel zelf opgeleide spelers,=
"zeer goed elftal, attractief",+
"top club van de wereld, al jaren",+
"Prachtig voetbal, een lust om naar te kijken",+
een mooi spelende ploeg,+
ik volg ze niet,=
heel goed,+
veel Nederlanders in gespeeld,=
gedegen club met zeer aantrekkelijk voetbal,+
