0,
revolutionair,+
slechte graphics,-
"leuke spellen, slechte beeldkwaliteit, weinig ervaring mee",=
actief,=
"echt voor het gezin, gaat wel vervelen",-
leuk dat het fysiek is,+
leuk,+
is van nintendo,=
leuk om te doen!,+
"leuke spelcomputer waar veel mee kan, actief",+
"heel commercieel, eigenlijk troep",-
"Ik heb een Wii, al mijn spelcomputers waren van Nintendo",=
1,
"Erg leuk, ook voor de kinderen",+
Leuk,+
"heb deze gehad, vond het kinderachtig",-
"vernieuwend, leuke gameplay, matige graphics",+
beleef ik veel plezier aan,+
leuk heb ik,+
lijkt me een leuk tijdverdrijf,+
Echt een familieding,=
lijkt me leuk dat je ermee kunt sporten,+
lijkt me leuker dan de andere,+
2,
"eenvoudig in gebruik, leuk om mee te spelen",+
Weergave is matig. Maar het meebewegen is super,+
goed voor de conditie,+
heerlijk ding om mee bezig te zijn,+
Meebewegen,=
Leuk voor (jonge) kinderen,+
snel saai,-
Grappige bezigheid,+
goed interactief,+
"hebben we, leuk ding",+
leuk !!,+
3,
soms te actief,-
ik ken iemand die het leuk vindt,+
wat gedateerd spelen er moet veel mee,=
wel eens gedaan,=
wel leuke dingen van gezien,+
leuk om te bewegen,+
actief bezig,=
lijkt me wel leuk,+
vooral voor actieve spellen,=
heel leuk,+
leuk!,+
vernieuwend,+
kun je leuke dingen mee doen,+
4,
grappig maar fake,-
geen interesse,=
vermoeiend,-
handig voor thuis(sport),+
is sportief,=
"lIJKT MIJ LEUK OM OEFENINGEN TE DOEN, MAW IN BEWEGING BLIJVE",+
goed en verzorgd,+
leuk om te doen,+
heeft met beweging te maken,=
leuke spellen,+
heb ik nog nooit gekocht,=
spel en bewegen,=
familie computer,=
leuk,+
Ik zie mijn kleinkinderen er fervent mee bezig,+
