0,
onzin,-
Minste van de drie,=
echt voor mannen,=
Goede computer,+
hier heb ik ook alleen maar goeds van gehoord,+
veel schiet- en racespellen,=
mooie graphics,+
Heb ik. Alleen geen internetkanaal.,=
goede online mode,+
goede games,+
"gewone beter dan 360, dus weggedaan",=
heb ik niet,=
veel reclame de laatste tijd,=
"weinig leuke spellen, maar speelt wel fijn",+
ken ik niet zo goed,=
voor jongens,=
Loopt beetje achter,-
heb er zelf geen dus neutraal,=
"Leuk voor mainstream, weinig echte knallers.",=
Werkt heel goed en is heel duidelijk!,+
"Lomp apparaat &amp; controller, geen (only for"") goede spel""",-
Je hebt veel mogelijkheden met X-box.,+
"goede spelcomputer, goede mediabox",+
werkt goed,+
ken ik niet zo goed,=
niet aan knoppen gewend,-
Die hebben we ook maar vind ik niet fijn.,-
Minder keuze uit spellen,-
heb er 1,=
komt agressief over.,-
populaire spellen alleen duur?,-
leuk,+
"wie wil iets wat microsoft maakt, troep moet je vermijden",-
"Gewoon super, fijne controlers speelt fijn.",+
vooral shooter-games,=
hoor veel klachten van anderen,-
Van een paar jaar gelegen,=
goede verhalen over gehoord en xbox kinect erg leuk,+
mooie graphics,+
ik hou niet van gamen,-
zo is een spelcomputer bedoeld.,+
XBox360 is voor mij de nr. 1,+
nog nooit op gespeeld,=
geen ervaring,=
zitten wel een aantal leuke spellen op,+
duur,-
Kan ik slecht mee overweg wel mooi beeld,-
ja xbox is wel ok,+
minder,-
"speel dit zo nu en dan, leuk",+
