0,
ik heb er nooit een gehad,=
onzin,-
Ken ik niet,=
"leuke spelletjes, makkelijke bediening",+
mooi systeem maar weinig leuke spellen voor vrouwen,-
Grafisch sterke console,+
volgens vrienden is dit een goed merk,+
mooie spellen,+
Trendsetter,+
duur,-
speel ik niet mee,=
onderdeel van sony,=
"Speel zo af en toe, dure games",-
leuke console kan ik veel mee,+
Leuke spelletjes,+
Mooie opvolger van PS2,+
mooie mogelijkheden online gamen,+
Goed bezig,+
Heb er zelf geen dus neutraal,=
"Goede spellen, grafisch krachtig.",+
Veel rpg's (mijn favoriete genre),+
beste kwaliteit,+
spellen die met veel mensen gespeeld kunnen worden,=
"leuk, die wil ik wel",+
beste console,+
"Die hebben wij zelf, speel er niet vaak op maar altijd leuk.",+
Mooi beeld,+
"Mooi design, leuke spellen",+
populaire spellen alleen duur,=
Ik heb niks met computerspelltjes,=
"Soms verslavend, maar mooie spelcomputer",+
is geweldig,+
"Veel extra's,mooie spellen",+
Niet echt iets voor mij,-
Geen fijne controlers,-
te weinig kennis van,=
"goede graphics, veel online interactie",+
ik hou niet van gamen,-
leuke actieve spellen/samenspelen,+
gaaf,+
bied weinig extra's op de playstation 2,-
zorgt voor weinig beweging,-
kunt er leuk op spelen,+
goed,+
Veel in 1,=
goeie spelcomputer makkelijk te bedienen,+
duur,-
Mooie console leuke games,+
leuk,+
speel dit nooit,=
