0,
ongenuanseerd geen goede oplossingen,-
wel sommige goede punten maar alles veel te overdreven,+
ik ben het niet eens met zijn ideeën,-
racist,-
60 jaar terug in de tijd?,=
is te extreem en doet te veel voor aandacht,-
te vaak en te veel discriminerend,-
Heel erg in de media,=
durft voor zijn mening uit te komen,+
Goede debater,+
"gadver, gaan haren van overeind staan",-
"Goede punten, alleen teveel op moslims gericht",-
demagogisch en onbetrouwbaar,-
Tsja,=
te kort door de bocht,-
gewoon een eikel,-
Wilders is zo agressief in zijn meningen,+
Niet alle mensen kunnen over één kam ges,=
"Populist, kan alleen roepen!",-
verschrikkelijke argumentatie,-
populistisch,-
"Spelfout in naam Geert, scherpe debatter",+
"Te provocerend, slecht in het nieuws",-
wat hij zegt slaat nergens op,-
niet eens met standpunten,-
Uitdagend,=
Ben het niet met hem eens,-
extreem vervelend persoon.,-
verkeerde ideeen,-
vreselijk dom,-
te extreem in zijn uitspraken,-
Onmenselijk. Bah. Egoist.,-
beledigt teveel mensen,-
publiciteit zoeken op verkeerde manier,-
racist,-
extreme ideeen,=
vooruitstrevend,+
Nare persoon,-
"vreemde ideeen, soms wel heldere kijk",=
Bedoel je Geert? Ik vind hem hypocriet,-
hij heeft goede standpunten soms te ver,+
zeer gevaarlijke man!,-
Totaal oneens met zijn standpunten,-
open,=
discrimineert,-
heeft verwerpelijke denkbeelden,-
Gert?Geert de enige die allochtonen goed aanpakt,+
"enge man, met te extreme ideeen",-
te uitgesproken,-
grote mond met 2 tongen,=
