0,
ken ik niet,=
oogt onsympathiek,-
vervelende naam,-
Stabiele man die fouten toegeeft,+
uitstraling,=
zit niet op de juiste plek op het moment,=
vrij ouderwets,=
Zwakjes,-
geen visie,-
prima,+
onervaren diplomaat,-
bezit over veel kennis,+
"Correct, maar mening loos",-
wie??,=
naar persoon,=
goede politicus,+
vakman,+
doet (geloof ik) wel goede dingen in BL,+
veel kletsen weinig doen,-
neutraal,=
"vind 'm een gluiperd, roept A en doet B",-
Weinig bekend.,=
"CDA komt me de neus uit, weg ermee",-
eerlijk,+
ken ik alleen van naam,=
doet zijn taak goed,+
Te oud,-
weet niet wat hij wil,-
"niet zonder fouten, maar doet zijn best",=
goede minister,+
Niet zo mee bekend,=
Correct,+
ken ik amper...,=
Integer,+
heeft onaardige uitstraling,-
negatief in het nieuws geweest door 'onh,-
Communicatief niet vaardig,-
vertrouw ik niet,-
Ken ik niet goed,=
is actief maar ken ik verder niet,=
Ken ik niet goed,=
komt onbetrouwbaar over,-
Niet zo bekend mee,=
treedt/trad niet daadkrachtig op,-
Slap optreden,-
ken ik niet zo goed,=
Naief,-
twee gezichten,=
positieve indruk,+
niet positief/niet negatief,=
